metric,S1_mean,S2_mean,S3_mean,pct_change_S2_vs_S1,pct_change_S3_vs_S2
delay_through_s,121.81188082304479,96.27004436968244,70.207281366921,-20.96826375291486,-27.072557381067526
delay_we_s,21.735771024976973,21.464145081104398,22.571196922160347,-1.2496724572615558,5.15767964143386
throughput_north_vph,493.91428571428577,495.94285714285706,501.7714285714286,0.4107132527332411,1.1752506049084215
avg_link_occupancy,4.2984076646898055,4.25141994802446,4.255373837641088,-1.0931423990175737,0.09300162451523648
blocking_frequency,0.0,0.0,0.0,,
